10000,100,17.152580,1
10000,100,17.120914,1
10000,100,17.202767,1
10000,100,17.102519,1
10000,100,17.064962,1
20000,100,68.277820,1
20000,100,68.771283,1
20000,100,68.594326,1
20000,100,68.651685,1
20000,100,68.446304,1
30000,100,155.898673,1
30000,100,155.709848,1
30000,100,156.584325,1
30000,100,156.574250,1
30000,100,158.160291,1
40000,100,285.696929,1
40000,100,285.425913,1
40000,100,286.083913,1
40000,100,285.028727,1
40000,100,284.802702,1
50000,100,455.700542,1
50000,100,454.307436,1
50000,100,456.421746,1
50000,100,455.135620,1
50000,100,454.608848,1
60000,100,665.181822,1
60000,100,660.608886,1
60000,100,655.206649,1
60000,100,660.405863,1
60000,100,673.918731,1
70000,100,912.868144,1
70000,100,897.826016,1
70000,100,901.388402,1
70000,100,898.804332,1
70000,100,898.745524,1
80000,100,1187.761960,1
80000,100,1192.715970,1
80000,100,1197.882526,1
80000,100,1196.478910,1
80000,100,1199.481511,1
90000,100,1528.062631,1
90000,100,1522.038485,1
90000,100,1523.362210,1
90000,100,1525.032140,1
90000,100,1525.224769,1
100000,100,1887.254897,1
100000,100,1889.304763,1
100000,100,1889.140036,1
100000,100,1888.367180,1
100000,100,1890.807594,1
