100000,100,7.761859,1
100000,100,7.476986,1
100000,100,8.130623,1
100000,100,7.973986,1
100000,100,7.710571,1
200000,100,18.431077,1
200000,100,19.330126,1
200000,100,18.812280,1
200000,100,19.555706,1
200000,100,18.756316,1
300000,100,32.665148,1
300000,100,32.695278,1
300000,100,32.336231,1
300000,100,34.896704,1
300000,100,32.130376,1
400000,100,50.418406,1
400000,100,48.859352,1
400000,100,48.757496,1
400000,100,48.505744,1
400000,100,50.703166,1
500000,100,62.934447,1
500000,100,66.819410,1
500000,100,62.221580,1
500000,100,69.495057,1
500000,100,63.470414,1
600000,100,81.358261,1
600000,100,82.553551,1
600000,100,83.467565,1
600000,100,117.375092,1
600000,100,87.280066,1
700000,100,100.941245,1
700000,100,99.445366,1
700000,100,103.143627,1
700000,100,100.525669,1
700000,100,154.936668,1
800000,100,115.803557,1
800000,100,119.087443,1
800000,100,119.889477,1
800000,100,116.374977,1
800000,100,118.911280,1
900000,100,133.187154,1
900000,100,140.610195,1
900000,100,147.119361,1
900000,100,144.377578,1
900000,100,139.511415,1
1000000,100,154.625857,1
1000000,100,156.785264,1
1000000,100,307.087211,1
1000000,100,306.730745,1
1000000,100,158.499918,1
