10000,100,6.510495,1
10000,100,6.436062,1
10000,100,6.495468,1
10000,100,6.809986,1
10000,100,6.392397,1
20000,100,21.427764,1
20000,100,21.472529,1
20000,100,20.577804,1
20000,100,20.726144,1
20000,100,20.549653,1
30000,100,41.794685,1
30000,100,41.089412,1
30000,100,42.400002,1
30000,100,42.067715,1
30000,100,43.387143,1
40000,100,67.388834,1
40000,100,66.942890,1
40000,100,65.457967,1
40000,100,66.092695,1
40000,100,68.771074,1
50000,100,97.547707,1
50000,100,99.828679,1
50000,100,100.289977,1
50000,100,99.746337,1
50000,100,104.767646,1
60000,100,127.925690,1
60000,100,134.929173,1
60000,100,136.684462,1
60000,100,132.266654,1
60000,100,129.668912,1
70000,100,180.106137,1
70000,100,166.932086,1
70000,100,161.754376,1
70000,100,164.284366,1
70000,100,168.273371,1
80000,100,210.268866,1
80000,100,201.454739,1
80000,100,204.126570,1
80000,100,213.833633,1
80000,100,208.261001,1
90000,100,255.466408,1
90000,100,256.487229,1
90000,100,266.562574,1
90000,100,270.034649,1
90000,100,252.775366,1
100000,100,303.235067,1
100000,100,314.983390,1
100000,100,312.381465,1
100000,100,314.174653,1
100000,100,316.288353,1
