10000,100,9.368326,1
10000,100,9.221954,1
10000,100,9.217572,1
10000,100,9.279013,1
10000,100,9.347351,1
10000,100,4.781891,2
10000,100,4.849287,2
10000,100,4.844136,2
10000,100,4.815190,2
10000,100,4.782520,2
10000,100,2.387404,4
10000,100,2.415410,4
10000,100,2.387932,4
10000,100,2.392182,4
10000,100,2.449466,4
10000,100,1.672988,6
10000,100,1.673459,6
10000,100,1.698451,6
10000,100,1.721366,6
10000,100,1.735630,6
10000,100,1.399015,8
10000,100,1.352657,8
10000,100,1.375810,8
10000,100,1.423452,8
10000,100,1.335248,8
20000,100,24.259424,1
20000,100,24.160432,1
20000,100,24.321366,1
20000,100,24.524044,1
20000,100,24.224015,1
20000,100,12.542379,2
20000,100,12.386875,2
20000,100,12.448705,2
20000,100,12.549743,2
20000,100,12.568659,2
20000,100,6.255445,4
20000,100,6.204740,4
20000,100,6.280181,4
20000,100,6.228668,4
20000,100,6.214574,4
20000,100,4.455333,6
20000,100,4.262487,6
20000,100,4.304166,6
20000,100,4.387333,6
20000,100,4.391981,6
20000,100,3.496993,8
20000,100,3.512589,8
20000,100,3.522625,8
20000,100,3.588128,8
20000,100,3.586268,8
30000,100,40.755970,1
30000,100,41.254908,1
30000,100,40.472075,1
30000,100,41.279543,1
30000,100,41.243006,1
30000,100,21.455042,2
30000,100,21.574477,2
30000,100,20.876614,2
30000,100,21.455504,2
30000,100,20.899210,2
30000,100,10.578712,4
30000,100,10.615267,4
30000,100,10.690057,4
30000,100,10.606628,4
30000,100,10.574083,4
30000,100,7.476871,6
30000,100,7.248009,6
30000,100,7.243427,6
30000,100,7.262522,6
30000,100,7.433731,6
30000,100,6.515477,8
30000,100,6.097934,8
30000,100,6.248627,8
30000,100,6.124076,8
30000,100,6.174464,8
40000,100,60.576636,1
40000,100,59.255261,1
40000,100,59.245974,1
40000,100,59.216815,1
40000,100,58.417449,1
40000,100,31.019345,2
40000,100,30.782821,2
40000,100,30.947276,2
40000,100,30.637214,2
40000,100,30.455527,2
40000,100,15.063872,4
40000,100,15.450554,4
40000,100,15.344667,4
40000,100,15.187892,4
40000,100,15.164462,4
40000,100,10.489370,6
40000,100,10.395395,6
40000,100,10.527056,6
40000,100,10.513581,6
40000,100,10.518488,6
40000,100,8.592538,8
40000,100,8.983254,8
40000,100,8.739018,8
40000,100,8.829148,8
40000,100,8.827847,8
50000,100,77.612636,1
50000,100,78.656026,1
50000,100,77.727575,1
50000,100,78.521457,1
50000,100,78.174994,1
50000,100,40.381309,2
50000,100,39.990703,2
50000,100,40.326086,2
50000,100,40.706337,2
50000,100,40.233510,2
50000,100,19.770780,4
50000,100,19.913143,4
50000,100,19.831121,4
50000,100,20.193091,4
50000,100,20.087562,4
50000,100,13.889402,6
50000,100,13.954797,6
50000,100,13.905841,6
50000,100,13.577063,6
50000,100,13.740655,6
50000,100,11.200902,8
50000,100,12.369337,8
50000,100,11.320988,8
50000,100,11.242822,8
50000,100,11.362863,8
60000,100,94.687880,1
60000,100,95.290809,1
60000,100,95.674668,1
60000,100,93.889966,1
60000,100,94.112231,1
60000,100,48.227585,2
60000,100,48.684579,2
60000,100,346.334279,2
60000,100,50.127102,2
60000,100,50.171282,2
60000,100,24.931454,4
60000,100,25.548745,4
60000,100,26.096231,4
60000,100,25.065991,4
60000,100,24.984283,4
60000,100,16.745421,6
60000,100,17.451063,6
60000,100,17.435452,6
60000,100,17.194785,6
60000,100,17.577638,6
60000,100,14.730387,8
60000,100,15.877514,8
60000,100,15.121137,8
60000,100,15.432106,8
70000,100,114.470034,1
70000,100,113.669069,1
70000,100,112.700035,1
70000,100,112.466668,1
70000,100,114.002803,1
70000,100,57.758928,2
70000,100,57.390831,2
70000,100,58.074424,2
70000,100,58.317418,2
70000,100,57.289207,2
70000,100,29.791474,4
70000,100,29.661189,4
70000,100,29.773248,4
70000,100,29.524256,4
70000,100,29.803772,4
70000,100,20.623367,6
70000,100,20.663894,6
70000,100,20.531354,6
70000,100,20.300415,6
70000,100,20.621178,6
70000,100,16.453961,8
70000,100,18.367191,8
70000,100,16.330326,8
70000,100,16.428686,8
70000,100,16.702669,8
80000,100,136.546951,1
80000,100,132.631336,1
80000,100,132.802013,1
80000,100,133.789132,1
80000,100,132.960252,1
80000,100,66.833425,2
80000,100,66.595444,2
80000,100,67.299093,2
80000,100,66.962075,2
80000,100,67.862643,2
80000,100,34.579859,4
80000,100,34.719635,4
80000,100,34.990404,4
80000,100,34.584409,4
80000,100,34.824783,4
80000,100,24.557312,6
80000,100,24.104460,6
80000,100,24.335830,6
80000,100,24.271068,6
80000,100,24.546664,6
80000,100,19.620423,8
80000,100,19.502082,8
80000,100,161.628564,8
80000,100,19.986763,8
80000,100,19.776018,8
90000,100,157.018900,1
90000,100,152.142568,1
90000,100,156.701281,1
90000,100,156.847962,1
90000,100,157.405185,1
90000,100,79.227251,2
90000,100,79.655499,2
90000,100,78.617266,2
90000,100,77.214307,2
90000,100,77.285994,2
90000,100,39.983841,4
90000,100,40.211115,4
90000,100,39.816208,4
90000,100,39.582462,4
90000,100,39.901660,4
90000,100,27.866795,6
90000,100,28.310830,6
90000,100,27.951239,6
90000,100,28.742124,6
90000,100,28.561348,6
90000,100,24.876870,8
90000,100,23.822629,8
90000,100,22.981192,8
90000,100,22.813211,8
90000,100,23.235252,8
100000,100,174.332058,1
100000,100,171.640706,1
100000,100,1883.836500,1
100000,100,170.891136,1
100000,100,171.906511,1
100000,100,87.843652,2
100000,100,86.790336,2
100000,100,87.105060,2
100000,100,86.756201,2
100000,100,86.237651,2
100000,100,45.196729,4
100000,100,44.968615,4
100000,100,45.057915,4
100000,100,45.324541,4
100000,100,45.320882,4
100000,100,31.853422,6
100000,100,32.678215,6
100000,100,32.045080,6
100000,100,32.232277,6
100000,100,31.876004,6
100000,100,26.279705,8
100000,100,26.137618,8
100000,100,25.789165,8
100000,100,26.278474,8
100000,100,25.870910,8
